Product ID,Product Name,Product Description,Quantity type,SKU,Quantity,Product Cost (in rupees),Sell Price (in rupees),Date,Quantity Sold,Product Sold at
341,SSD,A type of data storage device,None,SSD009,10,12000,14000,12/07/21,4,56000
342,Monitor,A display screen,None,MON009,5,45000,50000,12/08/21,3,150000
343,Printer Paper,A type of paper,None,PP009,20,1200,1500,12/09/21,18,27000
344,Pencil,A writing instrument,None,PCL009,25,60,70,12/10/21,6,420
345,Eraser,A tool for erasing,None,ER009,30,55,65,12/11/21,9,585
346,Highlighter,A marker for highlighting text,None,HL009,15,140,160,12/12/21,7,1120
347,Scissors,A cutting tool,None,SC009,10,400,450,12/13/21,9,4050
348,Staples,A type of fastener,None,STP009,8,65,75,12/14/21,7,525
349,File Organizer,A tool for organizing files,None,FO009,12,700,800,12/15/21,4,3200
350,Desk Lamp,A lighting fixture,None,DLP010,10,1600,1800,12/16/21,7,12600
351,Desk Chair,A chair for a desk,None,DC009,5,14000,16000,12/17/21,4,64000
352,Coffee Table,A low table for coffee,None,CT009,8,16000,18000,12/18/21,2,36000
353,Bookshelf,A shelf for books,None,BS009,10,7000,8000,12/19/21,2,16000
354,TV Stand,A stand for a television,None,TVS009,12,6500,7500,12/20/21,9,67500
355,Nightstand,A small table by a bed,None,NS009,5,7000,8000,12/21/21,4,32000
356,Sofa Bed,A sofa that can be converted into a bed,None,SFB009,8,35000,40000,12/22/21,5,200000
357,Area Rug,A rug for the floor,None,AR009,10,8000,9000,12/23/21,7,63000
358,Throw Pillow,A decorative pillow,None,TP009,12,2200,2500,12/24/21,4,10000
359,Wall Art,Artwork for walls,None,WA009,15,2800,3200,12/25/21,14,44800
360,Curtains,Window coverings,None,CRT010,20,2500,3000,12/26/21,18,54000
361,Table Lamp,A lamp for tables,None,TL009,8,2800,3200,12/27/21,4,12800
362,Travel Adapter,A device for adapting plugs,None,TA011,10,1200,1500,12/28/21,6,9000
363,Power Bank,A portable charger,None,PB010,15,2800,3200,12/29/21,14,44800
364,USB Flash Drive,A portable data storage device,None,UFD010,20,1800,2200,12/30/21,9,19800
365,Wireless Mouse,A mouse without cables,None,WM010,15,2400,2800,12/31/21,1,2800
366,Laptop Stand,A stand for laptops,None,LS010,10,2300,2700,01/01/22,7,18900
367,Gaming Mouse,A mouse for gaming,None,GM010,8,2800,3200,01/02/22,6,19200
368,Graphics Card,A device for rendering graphics,None,GC010,5,55000,60000,01/03/22,2,120000
369,Motherboard,A main circuit board,None,MB010,8,45000,50000,01/04/22,7,350000
370,CPU,A central processing unit,None,CPU010,10,40000,45000,01/05/22,2,90000
371,RAM,A type of computer memory,None,RAM010,15,35000,40000,01/06/22,13,520000
372,Hard Drive,A data storage device,None,HD010,12,10000,12000,01/07/22,1,12000
373,SSD,A type of data storage device,None,SSD010,10,14000,16000,01/08/22,8,128000
374,Monitor,A display screen,None,MON010,5,50000,55000,01/09/22,2,110000
375,Printer Paper,A type of paper,None,PP010,20,1500,1800,01/10/22,8,14400
376,Pencil,A writing instrument,None,PCL010,25,70,80,01/11/22,14,1120
377,Eraser,A tool for erasing,None,ER010,30,65,75,01/12/22,26,1950
378,Highlighter,A marker for highlighting text,None,HL010,15,160,180,01/13/22,4,720
379,Scissors,A cutting tool,None,SC010,10,450,500,01/14/22,4,2000
380,Staples,A type of fastener,None,STP010,8,75,85,01/15/22,3,255
381,File Organizer,A tool for organizing files,None,FO010,12,800,900,01/16/22,9,8100
382,Desk Lamp,A lighting fixture,None,DLP011,10,1800,2000,01/17/22,1,2000
383,Desk Chair,A chair for a desk,None,DC010,5,16000,18000,01/18/22,2,36000
384,Coffee Table,A low table for coffee,None,CT010,8,18000,20000,01/19/22,4,80000
385,Bookshelf,A shelf for books,None,BS010,10,8000,9000,01/20/22,6,54000
386,TV Stand,A stand for a television,None,TVS010,12,7500,8500,01/21/22,6,51000
387,Nightstand,A small table by a bed,None,NS010,5,8000,9000,01/22/22,2,18000
388,Sofa Bed,A sofa that can be converted into a bed,None,SFB010,8,40000,45000,01/23/22,6,270000
389,Area Rug,A rug for the floor,None,AR010,10,9000,10000,01/24/22,7,70000
390,Throw Pillow,A decorative pillow,None,TP010,12,2500,2800,01/25/22,5,14000
391,Wall Art,Artwork for walls,None,WA010,15,3200,3500,01/26/22,12,42000
392,Curtains,Window coverings,None,CRT011,20,3000,3500,01/27/22,3,10500
393,Table Lamp,A lamp for tables,None,TL010,8,3200,3500,01/28/22,3,10500
394,Travel Adapter,A device for adapting plugs,None,TA012,10,1500,1800,01/29/22,3,5400
395,Power Bank,A portable charger,None,PB011,15,3200,3500,01/30/22,5,17500
396,USB Flash Drive,A portable data storage device,None,UFD011,20,2200,2500,01/31/22,17,42500
397,Wireless Mouse,A mouse without cables,None,WM011,15,2800,3200,02/01/22,11,35200
398,Laptop Stand,A stand for laptops,None,LS011,10,2700,3000,02/02/22,6,18000
399,Gaming Mouse,A mouse for gaming,None,GM011,8,3200,3500,02/03/22,4,14000
400,Graphics Card,A device for rendering graphics,None,GC011,5,60000,65000,02/04/22,1,65000
401,Motherboard,A main circuit board,None,MB011,8,50000,55000,02/05/22,5,275000
402,CPU,A central processing unit,None,CPU011,10,45000,50000,02/06/22,8,400000
403,RAM,A type of computer memory,None,RAM011,15,40000,45000,02/07/22,10,450000
404,Hard Drive,A data storage device,None,HD011,12,12000,14000,02/08/22,6,84000
405,SSD,A type of data storage device,None,SSD011,10,16000,18000,02/09/22,8,144000
406,Monitor,A display screen,None,MON011,5,55000,60000,02/10/22,1,60000
407,Printer Paper,A type of paper,None,PP011,20,1800,2000,02/11/22,11,22000
408,Pencil,A writing instrument,None,PCL011,25,80,90,02/12/22,9,810
409,Eraser,A tool for erasing,None,ER011,30,75,85,02/13/22,27,2295
410,Highlighter,A marker for highlighting text,None,HL011,15,180,200,02/14/22,6,1200
411,Scissors,A cutting tool,None,SC011,10,500,550,02/15/22,7,3850
412,Staples,A type of fastener,None,STP011,8,85,95,02/16/22,1,95
413,File Organizer,A tool for organizing files,None,FO011,12,900,1000,02/17/22,10,10000
414,Desk Lamp,A lighting fixture,None,DLP012,10,2000,2200,02/18/22,7,15400
415,Desk Chair,A chair for a desk,None,DC011,5,18000,20000,02/19/22,1,20000
416,Coffee Table,A low table for coffee,None,CT011,8,20000,22000,02/20/22,2,44000
417,Bookshelf,A shelf for books,None,BS011,10,9000,10000,02/21/22,5,50000
418,TV Stand,A stand for a television,None,TVS011,12,8500,9500,02/22/22,2,19000
419,Nightstand,A small table by a bed,None,NS011,5,9000,10000,02/23/22,1,10000
420,Sofa Bed,A sofa that can be converted into a bed,None,SFB011,8,45000,50000,02/24/22,3,150000
421,Area Rug,A rug for the floor,None,AR011,10,10000,11000,02/25/22,2,22000
422,Throw Pillow,A decorative pillow,None,TP011,12,2800,3200,02/26/22,6,19200
423,Wall Art,Artwork for walls,None,WA011,15,3500,4000,02/27/22,2,8000
424,Curtains,Window coverings,None,CRT012,20,3500,4000,02/28/22,15,60000
425,Table Lamp,A lamp for tables,None,TL011,8,3500,4000,03/01/22,4,16000
426,Travel Adapter,A device for adapting plugs,None,TA013,10,1800,2000,03/02/22,8,16000
427,Power Bank,A portable charger,None,PB012,15,3500,4000,03/03/22,7,28000
428,USB Flash Drive,A portable data storage device,None,UFD012,20,2500,3000,03/04/22,9,27000
429,Wireless Mouse,A mouse without cables,None,WM012,15,3200,3700,03/05/22,3,11100
430,Laptop Stand,A stand for laptops,None,LS012,10,3000,3500,03/06/22,4,14000
431,Gaming Mouse,A mouse for gaming,None,GM012,8,3500,4000,03/07/22,6,24000
432,Graphics Card,A device for rendering graphics,None,GC012,5,65000,70000,03/08/22,3,210000
433,Motherboard,A main circuit board,None,MB012,8,55000,60000,03/09/22,1,60000
434,CPU,A central processing unit,None,CPU012,10,50000,55000,03/10/22,1,55000
435,RAM,A type of computer memory,None,RAM012,15,45000,50000,03/11/22,10,500000
436,Hard Drive,A data storage device,None,HD012,12,14000,16000,03/12/22,2,32000
437,SSD,A type of data storage device,None,SSD012,10,18000,20000,03/13/22,4,80000
438,Monitor,A display screen,None,MON012,5,60000,65000,03/14/22,2,130000
439,Printer Paper,A type of paper,None,PP012,20,2000,2500,03/15/22,5,12500
440,Pencil,A writing instrument,None,PCL012,25,90,100,03/16/22,16,1600
441,Eraser,A tool for erasing,None,ER012,30,85,95,03/17/22,3,285
442,Highlighter,A marker for highlighting text,None,HL012,15,200,220,03/18/22,6,1320
443,Scissors,A cutting tool,None,SC012,10,550,600,03/19/22,1,600
444,Staples,A type of fastener,None,STP012,8,95,105,03/20/22,4,420
445,File Organizer,A tool for organizing files,None,FO012,12,1000,1100,03/21/22,8,8800
446,Desk Lamp,A lighting fixture,None,DLP013,10,2200,2500,03/22/22,6,15000
447,Desk Chair,A chair for a desk,None,DC012,5,20000,25000,03/23/22,4,100000
448,Coffee Table,A low table for coffee,None,CT012,8,22000,25000,03/24/22,5,125000
449,Bookshelf,A shelf for books,None,BS012,10,10000,12000,03/25/22,5,60000
450,TV Stand,A stand for a television,None,TVS012,12,9500,10000,03/26/22,7,70000
451,Nightstand,A small table by a bed,None,NS012,5,10000,12000,03/27/22,1,12000
452,Sofa Bed,A sofa that can be converted into a bed,None,SFB012,8,50000,60000,03/28/22,1,60000
453,Area Rug,A rug for the floor,None,AR012,10,11000,12000,03/29/22,5,60000
454,Throw Pillow,A decorative pillow,None,TP012,12,3200,3500,03/30/22,9,31500
455,Wall Art,Artwork for walls,None,WA012,15,4000,4500,03/31/22,11,49500
456,Curtains,Window coverings,None,CRT013,20,4000,4500,04/01/22,1,4500
457,Table Lamp,A lamp for tables,None,TL012,8,4000,4500,04/02/22,4,18000
458,Travel Adapter,A device for adapting plugs,None,TA014,10,2000,2500,04/03/22,9,22500
459,Power Bank,A portable charger,None,PB013,15,4000,4500,04/04/22,2,9000
460,USB Flash Drive,A portable data storage device,None,UFD013,20,3000,3500,04/05/22,6,21000
461,Wireless Mouse,A mouse without cables,None,WM013,15,3700,4000,04/06/22,11,44000
462,Laptop Stand,A stand for laptops,None,LS013,10,3500,4000,04/07/22,3,12000
463,Gaming Mouse,A mouse for gaming,None,GM013,8,4000,4500,04/08/22,2,9000
464,Graphics Card,A device for rendering graphics,None,GC013,5,70000,75000,04/09/22,1,75000
465,Motherboard,A main circuit board,None,MB013,8,60000,65000,04/10/22,2,130000
466,CPU,A central processing unit,None,CPU013,10,55000,60000,04/11/22,7,420000
467,RAM,A type of computer memory,None,RAM013,15,50000,55000,04/12/22,6,330000
468,Hard Drive,A data storage device,None,HD013,12,16000,18000,04/13/22,3,54000
469,SSD,A type of data storage device,None,SSD013,10,20000,22000,04/14/22,4,88000
470,Monitor,A display screen,None,MON013,5,65000,70000,04/15/22,1,70000
471,Printer Paper,A type of paper,None,PP013,20,2500,3000,04/16/22,13,39000
472,Pencil,A writing instrument,None,PCL013,25,100,110,04/17/22,14,1540
473,Eraser,A tool for erasing,None,ER013,30,95,105,04/18/22,8,840
474,Highlighter,A marker for highlighting text,None,HL013,15,220,240,04/19/22,10,2400
475,Scissors,A cutting tool,None,SC013,10,600,650,04/20/22,2,1300
476,Staples,A type of fastener,None,STP013,8,105,115,04/21/22,7,805
477,File Organizer,A tool for organizing files,None,FO013,12,1100,1200,04/22/22,4,4800
478,Desk Lamp,A lighting fixture,None,DLP014,10,2500,3000,04/23/22,2,6000
479,Desk Chair,A chair for a desk,None,DC013,5,25000,30000,04/24/22,2,60000
480,Coffee Table,A low table for coffee,None,CT013,8,25000,30000,04/25/22,3,90000
481,Bookshelf,A shelf for books,None,BS013,10,12000,14000,04/26/22,4,56000
482,TV Stand,A stand for a television,None,TVS013,12,10000,12000,04/27/22,6,72000
483,Nightstand,A small table by a bed,None,NS013,5,12000,14000,04/28/22,3,42000
484,Sofa Bed,A sofa that can be converted into a bed,None,SFB013,8,60000,70000,04/29/22,2,140000
485,Area Rug,A rug for the floor,None,AR013,10,12000,14000,04/30/22,7,98000
486,Throw Pillow,A decorative pillow,None,TP013,12,3500,4000,05/01/22,10,40000
487,Wall Art,Artwork for walls,None,WA013,15,4500,5000,05/02/22,10,50000
488,Curtains,Window coverings,None,CRT014,20,4500,5000,05/03/22,8,40000
489,Table Lamp,A lamp for tables,None,TL013,8,4500,5000,05/04/22,4,20000
490,Travel Adapter,A device for adapting plugs,None,TA015,10,2500,3000,05/05/22,2,6000
491,Power Bank,A portable charger,None,PB014,15,4500,5000,05/06/22,6,30000
492,USB Flash Drive,A portable data storage device,None,UFD014,20,3500,4000,05/07/22,5,20000
493,Wireless Mouse,A mouse without cables,None,WM014,15,4000,4500,05/08/22,10,45000
494,Laptop Stand,A stand for laptops,None,LS014,10,4000,4500,05/09/22,6,27000
495,Gaming Mouse,A mouse for gaming,None,GM014,8,4500,5000,05/10/22,6,30000
496,Graphics Card,A device for rendering graphics,None,GC014,5,75000,80000,05/11/22,1,80000
497,Motherboard,A main circuit board,None,MB014,8,65000,70000,05/12/22,2,140000
498,CPU,A central processing unit,None,CPU014,10,60000,65000,05/13/22,7,455000
499,RAM,A type of computer memory,None,RAM014,15,55000,60000,05/14/22,6,360000
500,Hard Drive,A data storage device,None,HD014,12,18000,20000,05/15/22,6,120000
501,SSD,A type of data storage device,None,SSD014,10,22000,25000,05/16/22,8,200000
502,Monitor,A display screen,None,MON014,5,70000,75000,05/17/22,1,75000
503,Printer Paper,A type of paper,None,PP014,20,3000,3500,05/18/22,11,38500
504,Pencil,A writing instrument,None,PCL014,25,110,120,05/19/22,1,120
505,Eraser,A tool for erasing,None,ER014,30,105,115,05/20/22,29,3335
506,Highlighter,A marker for highlighting text,None,HL014,15,240,260,05/21/22,6,1560
507,Scissors,A cutting tool,None,SC014,10,650,700,05/22/22,4,2800
508,Staples,A type of fastener,None,STP014,8,115,125,05/23/22,2,250
509,File Organizer,A tool for organizing files,None,FO014,12,1200,1300,05/24/22,7,9100
510,Desk Lamp,A lighting fixture,None,DLP015,10,3000,3500,05/25/22,5,17500
511,Desk Chair,A chair for a desk,None,DC014,5,30000,35000,05/26/22,3,105000
512,Coffee Table,A low table for coffee,None,CT014,8,30000,35000,05/27/22,5,175000
513,Bookshelf,A shelf for books,None,BS014,10,14000,16000,05/28/22,5,80000
514,TV Stand,A stand for a television,None,TVS014,12,12000,14000,05/29/22,7,98000
515,Nightstand,A small table by a bed,None,NS014,5,14000,16000,05/30/22,3,48000
516,Sofa Bed,A sofa that can be converted into a bed,None,SFB014,8,70000,80000,05/31/22,3,240000
517,Area Rug,A rug for the floor,None,AR014,10,14000,16000,06/01/22,7,112000
518,Throw Pillow,A decorative pillow,None,TP014,12,4000,4500,06/02/22,9,40500
519,Wall Art,Artwork for walls,None,WA014,15,5000,5500,06/03/22,6,33000
520,Curtains,Window coverings,None,CRT015,20,5000,5500,06/04/22,1,5500
521,Table Lamp,A lamp for tables,None,TL014,8,5000,5500,06/05/22,4,22000
522,Travel Adapter,A device for adapting plugs,None,TA016,10,3000,3500,06/06/22,7,24500
523,Power Bank,A portable charger,None,PB015,15,5000,5500,06/07/22,14,77000
524,USB Flash Drive,A portable data storage device,None,UFD015,20,4000,4500,06/08/22,16,72000
525,Wireless Mouse,A mouse without cables,None,WM015,15,4500,5000,06/09/22,5,25000
526,Laptop Stand,A stand for laptops,None,LS015,10,4500,5000,06/10/22,5,25000
527,Gaming Mouse,A mouse for gaming,None,GM015,8,5000,5500,06/11/22,1,5500
528,Graphics Card,A device for rendering graphics,None,GC015,5,80000,85000,06/12/22,4,340000
529,Motherboard,A main circuit board,None,MB015,8,70000,75000,06/13/22,4,300000
530,CPU,A central processing unit,None,CPU015,10,65000,70000,06/14/22,5,350000
531,RAM,A type of computer memory,None,RAM015,15,60000,65000,06/15/22,8,520000
532,Hard Drive,A data storage device,None,HD015,12,20000,22000,06/16/22,11,242000
533,SSD,A type of data storage device,None,SSD015,10,25000,28000,06/17/22,1,28000
534,Monitor,A display screen,None,MON015,5,75000,80000,06/18/22,1,80000
535,Printer Paper,A type of paper,None,PP015,20,3500,4000,06/19/22,14,56000
536,Pencil,A writing instrument,None,PCL015,25,120,130,06/20/22,11,1430
537,Eraser,A tool for erasing,None,ER015,30,115,125,06/21/22,12,1500
538,Highlighter,A marker for highlighting text,None,HL015,15,260,280,06/22/22,3,840
539,Scissors,A cutting tool,None,SC015,10,700,750,06/23/22,3,2250
540,Staples,A type of fastener,None,STP015,8,125,135,06/24/22,7,945
541,File Organizer,A tool for organizing files,None,FO015,12,1300,1400,06/25/22,7,9800
542,Desk Lamp,A lighting fixture,None,DLP016,10,3500,4000,06/26/22,6,24000
543,Desk Chair,A chair for a desk,None,DC015,5,35000,40000,06/27/22,1,40000
544,Coffee Table,A low table for coffee,None,CT015,8,35000,40000,06/28/22,1,40000
545,Bookshelf,A shelf for books,None,BS015,10,16000,18000,06/29/22,2,36000
546,TV Stand,A stand for a television,None,TVS015,12,14000,16000,06/30/22,9,144000
547,Nightstand,A small table by a bed,None,NS015,5,16000,18000,07/01/22,3,54000
548,Sofa Bed,A sofa that can be converted into a bed,None,SFB015,8,80000,90000,07/02/22,5,450000
549,Area Rug,A rug for the floor,None,AR015,10,16000,18000,07/03/22,6,108000
550,Throw Pillow,A decorative pillow,None,TP015,12,4500,5000,07/04/22,11,55000
551,Wall Art,Artwork for walls,None,WA015,15,5500,6000,07/05/22,11,66000
552,Curtains,Window coverings,None,CRT016,20,5500,6000,07/06/22,14,84000
553,Table Lamp,A lamp for tables,None,TL015,8,5500,6000,07/07/22,1,6000
554,Travel Adapter,A device for adapting plugs,None,TA017,10,3500,4000,07/08/22,7,28000
555,Power Bank,A portable charger,None,PB016,15,5500,6000,07/09/22,6,36000
556,USB Flash Drive,A portable data storage device,None,UFD016,20,4500,5000,07/10/22,11,55000
557,Wireless Mouse,A mouse without cables,None,WM016,15,5000,5500,07/11/22,1,5500
558,Laptop Stand,A stand for laptops,None,LS016,10,5000,5500,07/12/22,8,44000
559,Gaming Mouse,A mouse for gaming,None,GM016,8,5500,6000,07/13/22,4,24000
560,Graphics Card,A device for rendering graphics,None,GC016,5,85000,90000,07/14/22,1,90000
561,Motherboard,A main circuit board,None,MB016,8,75000,80000,07/15/22,1,80000
562,CPU,A central processing unit,None,CPU016,10,70000,75000,07/16/22,1,75000
563,RAM,A type of computer memory,None,RAM016,15,65000,70000,07/17/22,11,770000
564,Hard Drive,A data storage device,None,HD016,12,22000,25000,07/18/22,3,75000
565,SSD,A type of data storage device,None,SSD016,10,28000,30000,07/19/22,7,210000
566,Monitor,A display screen,None,MON016,5,80000,85000,07/20/22,1,85000
567,Printer Paper,A type of paper,None,PP016,20,4000,4500,07/21/22,10,45000
568,Pencil,A writing instrument,None,PCL016,25,130,140,07/22/22,24,3360
569,Eraser,A tool for erasing,None,ER016,30,125,135,07/23/22,26,3510
570,Highlighter,A marker for highlighting text,None,HL016,15,280,300,07/24/22,14,4200
571,Scissors,A cutting tool,None,SC016,10,750,800,07/25/22,7,5600
572,Staples,A type of fastener,None,STP016,8,135,145,07/26/22,4,580
573,File Organizer,A tool for organizing files,None,FO016,12,1400,1500,07/27/22,10,15000
574,Desk Lamp,A lighting fixture,None,DLP017,10,4000,4500,07/28/22,3,13500
575,Desk Chair,A chair for a desk,None,DC016,5,40000,45000,07/29/22,2,90000
576,Coffee Table,A low table for coffee,None,CT016,8,40000,45000,07/30/22,3,135000
577,Bookshelf,A shelf for books,None,BS016,10,18000,20000,07/31/22,2,40000
578,TV Stand,A stand for a television,None,TVS016,12,16000,18000,08/01/22,5,90000
579,Nightstand,A small table by a bed,None,NS016,5,18000,20000,08/02/22,3,60000
580,Sofa Bed,A sofa that can be converted into a bed,None,SFB016,8,90000,100000,08/03/22,1,100000
581,Area Rug,A rug for the floor,None,AR016,10,18000,20000,08/04/22,5,100000
582,Throw Pillow,A decorative pillow,None,TP016,12,5000,5500,08/05/22,8,44000
583,Wall Art,Artwork for walls,None,WA016,15,6000,6500,08/06/22,2,13000
584,Curtains,Window coverings,None,CRT017,20,6000,6500,08/07/22,16,104000
585,Table Lamp,A lamp for tables,None,TL016,8,6000,6500,08/08/22,7,45500
586,Travel Adapter,A device for adapting plugs,None,TA018,10,4000,4500,08/09/22,5,22500
587,Power Bank,A portable charger,None,PB017,15,6000,6500,08/10/22,9,58500
588,USB Flash Drive,A portable data storage device,None,UFD017,20,5000,5500,08/11/22,1,5500
589,Wireless Mouse,A mouse without cables,None,WM017,15,5500,6000,08/12/22,7,42000
590,Laptop Stand,A stand for laptops,None,LS017,10,5500,6000,08/13/22,7,42000
591,Gaming Mouse,A mouse for gaming,None,GM017,8,6000,6500,08/14/22,1,6500
592,Graphics Card,A device for rendering graphics,None,GC017,5,90000,95000,08/15/22,1,95000
593,Motherboard,A main circuit board,None,MB017,8,80000,85000,08/16/22,5,425000
594,CPU,A central processing unit,None,CPU017,10,75000,80000,08/17/22,8,640000
595,RAM,A type of computer memory,None,RAM017,15,70000,75000,08/18/22,8,600000
596,Hard Drive,A data storage device,None,HD017,12,25000,28000,08/19/22,7,196000
597,SSD,A type of data storage device,None,SSD017,10,30000,32000,08/20/22,5,160000
598,Monitor,A display screen,None,MON017,5,85000,90000,08/21/22,3,270000
599,Printer Paper,A type of paper,None,PP017,20,4500,5000,08/22/22,1,5000
600,Pencil,A writing instrument,None,PCL017,25,140,150,08/23/22,13,1950
601,Eraser,A tool for erasing,None,ER017,30,135,145,08/24/22,18,2610
602,Highlighter,A marker for highlighting text,None,HL017,15,300,320,08/25/22,2,640
603,Scissors,A cutting tool,None,SC017,10,800,850,08/26/22,3,2550
604,Staples,A type of fastener,None,STP017,8,145,155,08/27/22,2,310
605,File Organizer,A tool for organizing files,None,FO017,12,1500,1600,08/28/22,5,8000
606,Desk Lamp,A lighting fixture,None,DLP018,10,4500,5000,08/29/22,6,30000
607,Desk Chair,A chair for a desk,None,DC017,5,45000,50000,08/30/22,2,100000
608,Coffee Table,A low table for coffee,None,CT017,8,45000,50000,08/31/22,7,350000
609,Bookshelf,A shelf for books,None,BS017,10,20000,22000,09/01/22,7,154000
610,TV Stand,A stand for a television,None,TVS017,12,18000,20000,09/02/22,6,120000
611,Nightstand,A small table by a bed,None,NS017,5,20000,22000,09/03/22,4,88000
612,Sofa Bed,A sofa that can be converted into a bed,None,SFB017,8,100000,110000,09/04/22,7,770000
613,Area Rug,A rug for the floor,None,AR017,10,20000,22000,09/05/22,2,44000
614,Throw Pillow,A decorative pillow,None,TP017,12,5500,6000,09/06/22,9,54000
615,Wall Art,Artwork for walls,None,WA017,15,6500,7000,09/07/22,14,98000
616,Curtains,Window coverings,None,CRT018,20,6500,7000,09/08/22,5,35000
617,Table Lamp,A lamp for tables,None,TL017,8,6500,7000,09/09/22,1,7000
618,Travel Adapter,A device for adapting plugs,None,TA019,10,4500,5000,09/10/22,4,20000
619,Power Bank,A portable charger,None,PB018,15,6500,7000,09/11/22,12,84000
620,USB Flash Drive,A portable data storage device,None,UFD018,20,5500,6000,09/12/22,1,6000
621,Wireless Mouse,A mouse without cables,None,WM018,15,6000,6500,09/13/22,7,45500
622,Laptop Stand,A stand for laptops,None,LS018,10,6000,6500,09/14/22,4,26000
623,Gaming Mouse,A mouse for gaming,None,GM018,8,6500,7000,09/15/22,3,21000
624,Graphics Card,A device for rendering graphics,None,GC018,5,95000,100000,09/16/22,4,400000
625,Motherboard,A main circuit board,None,MB018,8,85000,90000,09/17/22,4,360000
626,CPU,A central processing unit,None,CPU018,10,80000,85000,09/18/22,2,170000
627,RAM,A type of computer memory,None,RAM018,15,75000,80000,09/19/22,11,880000
628,Hard Drive,A data storage device,None,HD018,12,28000,30000,09/20/22,8,240000
629,SSD,A type of data storage device,None,SSD018,10,32000,35000,09/21/22,2,70000
630,Monitor,A display screen,None,MON018,5,90000,95000,09/22/22,3,285000
631,Printer Paper,A type of paper,None,PP018,20,5000,5500,09/23/22,7,38500
632,Pencil,A writing instrument,None,PCL018,25,150,160,09/24/22,24,3840
633,Eraser,A tool for erasing,None,ER018,30,145,155,09/25/22,11,1705
634,Highlighter,A marker for highlighting text,None,HL018,15,320,340,09/26/22,4,1360
635,Scissors,A cutting tool,None,SC018,10,850,900,09/27/22,9,8100
636,Staples,A type of fastener,None,STP018,8,155,165,09/28/22,1,165
637,File Organizer,A tool for organizing files,None,FO018,12,1600,1700,09/29/22,5,8500
638,Desk Lamp,A lighting fixture,None,DLP019,10,5000,5500,09/30/22,9,49500
639,Desk Chair,A chair for a desk,None,DC018,5,50000,55000,10/01/22,3,165000
640,Coffee Table,A low table for coffee,None,CT018,8,50000,55000,10/02/22,6,330000
641,Bookshelf,A shelf for books,None,BS018,10,22000,24000,10/03/22,5,120000
642,TV Stand,A stand for a television,None,TVS018,12,20000,22000,10/04/22,11,242000
643,Nightstand,A small table by a bed,None,NS018,5,22000,24000,10/05/22,2,48000
644,Sofa Bed,A sofa that can be converted into a bed,None,SFB018,8,110000,120000,10/06/22,5,600000
645,Area Rug,A rug for the floor,None,AR018,10,22000,24000,10/07/22,7,168000
646,Throw Pillow,A decorative pillow,None,TP018,12,6000,6500,10/08/22,8,52000
647,Wall Art,Artwork for walls,None,WA018,15,7000,7500,10/09/22,5,37500
648,Curtains,Window coverings,None,CRT019,20,7000,7500,10/10/22,17,127500
649,Table Lamp,A lamp for tables,None,TL018,8,7000,7500,10/11/22,6,45000
650,Travel Adapter,A device for adapting plugs,None,TA020,10,5000,5500,10/12/22,4,22000
651,Power Bank,A portable charger,None,PB019,15,7000,7500,10/13/22,9,67500
652,USB Flash Drive,A portable data storage device,None,UFD019,20,6000,6500,10/14/22,8,52000
653,Wireless Mouse,A mouse without cables,None,WM019,15,6500,7000,10/15/22,9,63000
654,Laptop Stand,A stand for laptops,None,LS019,10,6500,7000,10/16/22,7,49000
655,Gaming Mouse,A mouse for gaming,None,GM019,8,7000,7500,10/17/22,6,45000
656,Graphics Card,A device for rendering graphics,None,GC019,5,100000,105000,10/18/22,1,105000
657,Motherboard,A main circuit board,None,MB019,8,90000,95000,10/19/22,1,95000
658,CPU,A central processing unit,None,CPU019,10,85000,90000,10/20/22,2,180000
659,RAM,A type of computer memory,None,RAM019,15,80000,85000,10/21/22,1,85000
660,Hard Drive,A data storage device,None,HD019,12,30000,32000,10/22/22,8,256000
661,SSD,A type of data storage device,None,SSD019,10,35000,38000,10/23/22,5,190000
662,Monitor,A display screen,None,MON019,5,95000,100000,10/24/22,3,300000
663,Printer Paper,A type of paper,None,PP019,20,5500,6000,10/25/22,15,90000
664,Pencil,A writing instrument,None,PCL019,25,160,170,10/26/22,17,2890
665,Eraser,A tool for erasing,None,ER019,30,155,165,10/27/22,14,2310
666,Highlighter,A marker for highlighting text,None,HL019,15,340,360,10/28/22,11,3960
667,Scissors,A cutting tool,None,SC019,10,900,950,10/29/22,8,7600
668,Staples,A type of fastener,None,STP019,8,165,175,10/30/22,7,1225
669,File Organizer,A tool for organizing files,None,FO019,12,1700,1800,10/31/22,9,16200
670,Desk Lamp,A lighting fixture,None,DLP020,10,5500,6000,11/01/22,9,54000
671,Desk Chair,A chair for a desk,None,DC019,5,55000,60000,11/02/22,3,180000
672,Coffee Table,A low table for coffee,None,CT019,8,55000,60000,11/03/22,1,60000
673,Bookshelf,A shelf for books,None,BS019,10,24000,26000,11/04/22,6,156000
674,TV Stand,A stand for a television,None,TVS019,12,22000,24000,11/05/22,1,24000
675,Nightstand,A small table by a bed,None,NS019,5,24000,26000,11/06/22,1,26000
676,Sofa Bed,A sofa that can be converted into a bed,None,SFB019,8,120000,130000,11/07/22,4,520000
677,Area Rug,A rug for the floor,None,AR019,10,24000,26000,11/08/22,6,156000
678,Throw Pillow,A decorative pillow,None,TP019,12,6500,7000,11/09/22,6,42000
